QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Class	CanShare	CanRepeat	CanAssist	NeedAccept	Difficulty	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	MinLevel	MaxLevel	MinMoral	MaxMoral	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValueStr1	QuestValue2	QuestValueStr2	QuestValue3	QuestValueStr3	QuestValue4	QuestValueStr4	QuestValue5	QuestValueStr5	QuestValue6	QuestValueStr6	QuestValue7	QuestValueStr7	QuestValue8	QuestValueStr8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	HidePresent	PresentAll1	PresentAll2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentExp	PresentMoney	PresentMoral	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistMoral	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest
254	寻找机括	慧刚叫你去场地里取五件机括来修好残破的木人。	现在修行的弟子越来越多了，打坏了好多木头人，不知道你能否帮我找齐这些<F171 残破木人的机括>？场地里面到处都是散落的机括，你收齐五件，之后就帮我把这些<F173 残破的木人>修好。残破木人都被丢放在呆头木人旁边。	快去收集<F171 机括>吧，木头人越来越不够用了，弟子们练功也太勤奋了些，不过这也倒是一件好事。习武场本来就是让这些弟子提高武功修为的地方啊。	快去收集<F171 机括>吧，木头人越来越不够用了，弟子们练功也太勤奋了些，不过这也倒是一件好事。习武场本来就是让这些弟子提高武功修为的地方啊。	<F174 慧刚看着满地的机括，摇了摇头，>\n<H28>最近的弟子们下手越来越重了，我都忙不过来了。辛苦你了，找回这么多的<F171 机括>，不过估计一时半会是修不好这么多的木人了，看来是时候去找万花新做一批木人了。	习武场	1	0		1	普通	19		5	582									16								253																																												5	582																																																		5	已修好的木人																																																						4500																		少林	123	
255	学做招式	慧刚叫你去找慧难师傅学招式。	少林武功博大精深，要神形具备，只有修好了形才会有神，对面的<F173 慧难>师傅正在教新弟子们学招式呢，你去学学吧。	招式只是形，乃神的前提，要做到形神合一自是最高境界，现在修行是要先把形修好，可不要觉得招式简单而心生懈怠，一招一式乃是修行基础。	招式只是形，乃神的前提，要做到形神合一自是最高境界，现在修行是要先把形修好，可不要觉得招式简单而心生懈怠，一招一式乃是修行基础。	看你学得还有模有样的，看来你是记住我之前告诫的话，果然不错，孺子可教也，这些招式你可要勤加练习，反复揣摩，自会悟出真意。	习武场	1	0		1	普通	17		5	582									14								250																																5	668	1	5	669	1	5	670	1				5	582																																																		8	学习招式																																																						2400																		少林	123	
256	身轻如燕	慧刚叫你去跳木桩，并跳上高台。	练武除了好的身骨，身体的敏捷性也是很重要的，看见<F173 前面>那排<F173 木桩>了吗？你去跳跳吧，看看你的敏捷性怎样。要跳上木桩尽头的高台才作数。	跳柱子可以训练你的敏捷性，也是学好轻功的基础。	跳柱子可以训练你的敏捷性，也是学好轻功的基础。	果真是一副练武的好身骨，这次很轻松的完成了训练，只是凡事都需勤加练习方可达至高境界，万不可荒废。	习武场	1	0		1	普通	18		5	582									15								250				257																																								5	582																																																		1	跳上柱子																																																						2600																		少林	123	
257	展翅高飞	慧刚教给你一套少林轻功，叫你去跳更高的木桩。	上次的训练可以看出你的敏捷性不错，有学好轻功的底子，现在给你传授一套少林轻功，那么你去试着跳上<F173 最高的木桩>吧。	轻功在于讲究心气合一，提起一口气，看准目标一跃而上，不过你是第一次修行轻功，运用起来难免生疏，需得勤加练习。	轻功在于讲究心气合一，提起一口气，看准目标一跃而上，不过你是第一次修行轻功，运用起来难免生疏，需得勤加练习。	看来虽然初次所学，但是依然可以运用得当，你已经知悉轻功诀要，可喜可贺，不过轻功之学，在于心静，你要多加修炼，切不可懈怠。	习武场	0	0		1	普通	18		5	582									15								256																																												5	582																																																		1	跳上柱子																																																						2900																		少林	123	
258	绕场一周	慧心叫你背沙袋绕场一周跑，在规定的时间内依次向慧丰、慧凡两位师叔报到，并把沙袋交给慧弘师叔。	  少林寺弟子修行讲究耐力，你背着<F171 沙袋>绕<F173 习武场>一周，习武场四周有<F173 我>和另外的<F173 慧丰>、<F173 慧凡>、<F173 慧弘>三位师傅，你依次向他们报道吧，记住，要在规定的时间内完成。	耐力是习武之人必备条件，不但需要习武人的体力也需要习武人的坚毅的意志力。	耐力是习武之人必备条件，不但需要习武人的体力也需要习武人的坚毅的意志力。	习武之人当无惧劳苦，持之以恒。	习武场	1	0			普通	18		5	584									15								259																																5	568	1										5	587				180						5	568	1	1																																					1	慧丰报到	1	慧凡报到																																																				2600																	Scripts\Map\少林\quest\绕场一周.lua	少林	123	
259	耐力考验	慧刚叫你背沙给慧心，中间不许停。	  少林寺弟子一定要有坚韧的耐力，让我看看你的进一步的耐力如何吧，你背着这<F171 沙袋》去交给那边的<F173 慧心>师叔吧。故记住：动作要快，中间不能停。不然沙会散掉的。	耐力是习武之人必备条件，不但需要习武人的体力也需要习武人的坚毅的意志力。	耐力是习武之人必备条件，不但需要习武人的体力也需要习武人的坚毅的意志力。	<F174 慧刚见你顺利完成耐力的考验，一向严肃的脸上露出少见的笑容，>\n<H28>阿弥陀佛！你只需继续修练，是为可造之才。	习武场	1	0		1	普通	18		5	582									15								250				258																												5	568	1										5	584				30						5	568	1	1																																																																																												2600																	Scripts\Map\少林\quest\耐力考验.lua	少林	123	
260	轻轻一跳	慧刚叫你去跳远，第一次只要跳到指定地点即可。	跳远是速度和技巧的结合，去旁边的<F173 跳远场>完成第一次跳远训练吧，很简单，只需登上三面石阶的跳台跳到对面的第二个跳台上即可。	这次的训练只是看看你的速度如何，只需一跳而过，无需太多技巧。	这次的训练只是看看你的速度如何，只需一跳而过，无需太多技巧。	嗯……不出所料，很快完成了这次的训练，速度不错，快准备下一步的训练吧。	习武场	1	0			普通	18		5	582									15								250				261																																								5	582																																																		1	跳远第一关																																																						2600																		少林	123	
261	脚下生风	慧刚叫你必须连续跳跃两次跳上第三个台子。	第一次跳远完成的很好，去训练第二次跳远吧，这次有点难度，看见那个台子了吗？对，你要经过前面的<F173 两个台子>跳到第三个高台。这可是需要一定技巧。	这次的训练除了需要好的速度外，还需要一定的技巧。跳远是速度与技巧的结合。	这次的训练除了需要好的速度外，还需要一定的技巧。跳远是速度与技巧的结合。	看来你的修为有很大的提高，速度和技巧的结合你也知悉一二，不过切勿自满自大，要知道学无止境，现在你可以进行跳远最后的训练了，可不要小视啊。	习武场	0	0			普通	18		5	582									15								260				262																																								5	582																																																		1	跳远第一关	1	跳远第二关																																																				2900																		少林	123	
262	健步如飞	慧刚叫你经过三个台子到指定地点。	完成前面的两次跳远训练了啊，这次是对你跳远最后的考验，你必须要经过<F173 三个台子>到对面。这是速度与技巧结合最后的考验。相信你可以完成。	这次的训练会有难度，要三思而后行，想好怎么才能跳过去吧。	这次的训练会有难度，要三思而后行，想好怎么才能跳过去吧。	<F174 慧刚赞许得对你点了点头，>\n<H28>果真是一副练武的好身骨，这次的跳远训练你完成的不错，你已经得到速度和技巧结合要诀，实乃幸事。	习武场	0	0		1	普通	18		5	582									15								261																																												5	582																																																		1	跳远第一关	1	跳远第二关	1	跳远第三关																																																		3100																		少林	123	
263	汇报结果	慧刚叫你去罗汉堂找师父慧海。	你在习武场的修行已经结束了，你有一副练武的好身骨，是同来的新弟子中天分最高的。去<F173 罗汉堂>找你师父<F173 慧海>，告诉他你在<F173 习武场>的修行情况，他一定会很高兴。	少林寺习武场可以很快提高你的武功修为。	记住要勤奋修行,不可懈怠，少林武功博大精深，非一日可以速成。	习武场是很提高修为之处，看来的进步很快。	习武场	0	0			普通	19		5	582									16							1	253	255	257	262	264																																								5	557																																																																																																									920																		少林	123	
264	协助师兄	慧海叫你去习武场南面的塔林协助道印驱赶盗墓贼。	最近<F173 塔林>那边有<F172 盗墓贼>出没，扰乱少林寺清净，你师兄<F173 道印>已经和一些同门去那边驱逐盗墓贼，你也帮帮道印，也可以看看你最近的修行情况。塔林就在习武场的南面。	最近塔林的盗墓贼颇为嚣张，寺里又有挑选僧军之大事，无法分身，你已训练多日，就让贫僧看看你修行的情况。	可恶的盗墓贼，居然打扰高僧清净之地，师父将次重任于我，势必要全力以赴。	是新来的师弟么，是<F173 慧海>师父叫你来帮我驱逐<F172 盗墓贼>吧。	塔林	1	0		1	普通	19		5	557									16								263				265																																								5	548																																																																																																									920																		少林	123	
265	一次驱逐	道印叫你去赶走塔林盗墓贼。	最近<F173 塔林>这带<F172 盗墓贼>出没不定，我等受命来驱逐，没有想到居然被这群盗墓贼伤了好几个同门师兄弟，既然师父叫你过来，想必你武功修为极佳，现在我要照顾这些受伤的师兄弟，麻烦师弟去赶走前面的塔林盗墓贼。	可恶的盗墓贼！居然打伤同门师兄弟，师弟，你刚修行不久，驱逐这群盗墓贼的时候万事小心。	可恶的盗墓贼！居然打伤同门师兄弟，师弟，你刚修行不久，驱逐这群盗墓贼的时候万事小心。	师弟虽是修行不久，但是武功修行很是精湛，看来这批新弟子都是习武之才，劳烦师弟在此地多待时日，盗墓贼一定不会善罢干休，到时只怕需要师弟鼎力相助。	塔林	1	0			普通	19		5	548									16								264				266																																								5	548																																										504	10																																																														4400																		少林	123	
266	二次驱逐	道印继续叫你驱赶蒙面人和诡行盗墓贼。	刚听回来的师弟说，<F173 塔林南边>又出现了一群<F172 盗墓贼>，里面还混杂了一些神秘的<F172 蒙面人>，劳烦师弟去驱逐他们吧。要小心，他们会用毒，如果中毒，你去找<F173 塔林>的<F173 察贺巴>吧，他精通医术，应该可以帮你解毒。	师弟要小心，这次的盗墓贼似乎去上次驱逐的贼人厉害些，听回来的同门说，他们善用毒，如若中毒，师弟请去对面找寻<F173 察贺巴>大师，他精通医术，正在照料塔林受伤的同门弟子。	师弟要小心，这次的盗墓贼似乎去上次驱逐的贼人厉害些，听回来的同门说，他们善用毒，如若中毒，师弟请去对面找寻<F173 察贺巴>大师，他精通医术，正在照料塔林受伤的同门弟子。	<F174 道印见你平安归来，急忙上前问个究竟。>\n<H28>辛苦师弟了，听<F173 察贺巴>说师弟中毒不轻，所幸师弟武功精湛，人无大碍。	塔林	0	0			普通	19		5	548									16								265				267																																								5	548																																										506	6	505	8																																																												4600																		少林	123	
267	大难不死	察贺巴给你解毒要你继续完成未完成的事情。	<F172 盗墓贼>的毒已经伤害了几位来这里护塔林的弟子了，所幸贫僧这里的<F171 药丸>刚巧可以解毒，你带上这药丸吧，含服口中，就不会再中毒了。继续去完成你未完成的事情吧。	最近<F173 塔林>的<F172 盗墓贼>真猖獗，所幸贫僧懂得一点医学之术还可以照料一下同门弟子。	可恶的盗墓贼。	辛苦师弟了，听<F173 察贺巴>说师弟中毒不轻，所幸师弟武功精湛，人无大碍。	塔林	0	0		1	普通	19		5	549									16								343																																5	559	1										5	549																																																																																																									920																		少林	123	
